Dataset,Sample,Prediction
atcosim_corpus,atcosim_corpus/sample_1304.wav,air malta one hundred contact reims one three four decimal four good bye
atcosim_corpus,atcosim_corpus/sample_1305.wav,aero lloyd five nine zero milan one three four five two good bye
atcosim_corpus,atcosim_corpus/sample_1306.wav,speed bird seven seven whiskey whiskey turn left one five degrees
atcosim_corpus,atcosim_corpus/sample_1307.wav,alitalia four eight five good morning descend to flight level two five zero
atcosim_corpus,atcosim_corpus/sample_1308.wav,lufthansa three five five six good morning radar contact
atcosim_corpus,atcosim_corpus/sample_1309.wav,jet aviation seven zero one own navigation direct st prex
atcosim_corpus,atcosim_corpus/sample_1310.wav,sunwing five two zero three good morning maintain level three four zero trasadingen tango
atcosim_corpus,atcosim_corpus/sample_1311.wav,ok rerouted zurich east tango then
atcosim_corpus,atcosim_corpus/sample_1312.wav,lauda six eight six nine good morning roger
atcosim_corpus,atcosim_corpus/sample_1313.wav,good morning hapag lloyd three five five one roger
atcosim_corpus,atcosim_corpus/sample_1314.wav,lauda six eight six nine descend to flight level two nine zero
atcosim_corpus,atcosim_corpus/sample_1315.wav,hamburg air two five zero zero good morning radar contact
atcosim_corpus,atcosim_corpus/sample_1316.wav,lufthansa four four one six climb to flight level three three zero
atcosim_corpus,atcosim_corpus/sample_1317.wav,ok then we finish
atcosim_corpus,atcosim_corpus/sample_1318.wav,french line nine one six three zurich radar good morning identified maintain flight level three three zero trasadingen zurICH east fusse
atcosim_corpus,atcosim_corpus/sample_1319.wav,lufthansa four three nine zero milan one three four decimal five two bye bye
atcosim_corpus,atcosim_corpus/sample_1320.wav,lufthansa four four zero eight zurich radar good morning identified fly heading two one zero for a shortcut maintain flight level two nine zero initially
atcosim_corpus,atcosim_corpus/sample_1321.wav,lima one five good morning identified route zurich east resia maintain flight level three three zero
atcosim_corpus,atcosim_corpus/sample_1322.wav,condor triple six good morning continue climb to flight level three four zero
atcosim_corpus,atcosim_corpus/sample_1323.wav,japanair four one nine zurich radar good morning descend to flight level two five zero
atcosim_corpus,atcosim_corpus/sample_1324.wav,lufthansa four four zero eight climb initially to flight level three one zero
atcosim_corpus,atcosim_corpus/sample_1325.wav,three one zero correct
atcosim_corpus,atcosim_corpus/sample_1326.wav,lufthansa four seven zero three zurich radar good morning i ll call you back for descent
atcosim_corpus,atcosim_corpus/sample_1327.wav,tarom seven five three four zurich radar good morning identified maintain flight level three three zero flight planned route
atcosim_corpus,atcosim_corpus/sample_1328.wav,alitalia six four seven four rhein one two zero nine two bye bye
atcosim_corpus,atcosim_corpus/sample_1329.wav,klm three four six as well rhein one two zero nine two bye bye
atcosim_corpus,atcosim_corpus/sample_1330.wav,lufthansa four seven zero three descend to flight level two nine zero
atcosim_corpus,atcosim_corpus/sample_1331.wav,iberia three five three zero milan one three four five two
atcosim_corpus,atcosim_corpus/sample_1332.wav,lufthansa four four zero eight own navigation st prex
atcosim_corpus,atcosim_corpus/sample_1333.wav,condor triple six geneva one two eight sorry one three three one five
atcosim_corpus,atcosim_corpus/sample_1334.wav,bye
atcosim_corpus,atcosim_corpus/sample_1335.wav,japanair four one nine milan one three four five two bye bye
atcosim_corpus,atcosim_corpus/sample_1336.wav,lufthansa four four zero eight climb to flight level three three zero
atcosim_corpus,atcosim_corpus/sample_1337.wav,air france two six two one zurich radar good morning squawk now two seven seven three
atcosim_corpus,atcosim_corpus/sample_1338.wav,alitalia one five zero good morning squawk two seven four five
atcosim_corpus,atcosim_corpus/sample_1339.wav,french line nine one six five milan one three four decimal five two bye bye
atcosim_corpus,atcosim_corpus/sample_1340.wav,mission six zero one five three good morning identified route willisau trasadingen tango climb to flight level three two zero
atcosim_corpus,atcosim_corpus/sample_1341.wav,speed way three three five two good morning identified call you back for lower
atcosim_corpus,atcosim_corpus/sample_1342.wav,alitalia one five zero identified route trasadingen karlsruhe i ll call you back for further climb standby
atcosim_corpus,atcosim_corpus/sample_1343.wav,air france two six two one identified maintain flight level three two zero trasadingen hochwald morok
atcosim_corpus,atcosim_corpus/sample_1344.wav,ltu one six zero two zurich
atcosim_corpus,atcosim_corpus/sample_1345.wav,mission six zero one five three climb to flight level three four zero
atcosim_corpus,atcosim_corpus/sample_1346.wav,mission six zero one five three yes correct climb to flight level three four zero
atcosim_corpus,atcosim_corpus/sample_1347.wav,ltu one six zero two good morning climb to flight level three four zero
atcosim_corpus,atcosim_corpus/sample_1348.wav,ltu one six zero two right by ten degrees please
atcosim_corpus,atcosim_corpus/sample_1349.wav,lufthansa four seven zero three milan one three four five two bye bye
atcosim_corpus,atcosim_corpus/sample_1350.wav,french line nine one six three milan one three four five two
atcosim_corpus,atcosim_corpus/sample_1351.wav,speed way three three five two descend to flight level two nine zero
atcosim_corpus,atcosim_corpus/sample_1352.wav,alitalia one five zero climb to flight level three one zero
atcosim_corpus,atcosim_corpus/sample_1353.wav,mission six zero one five three continue present heading until advised for separation
atcosim_corpus,atcosim_corpus/sample_1354.wav,lufthansa three five six six zurich radar good morning identified route trasadingen saronno call you back for further climb
atcosim_corpus,atcosim_corpus/sample_1355.wav,mission six zero one five three report your heading now to zurich sector one three three four
atcosim_corpus,atcosim_corpus/sample_1356.wav,lufthansa four four zero eight geneva one three three one five bye bye
atcosim_corpus,atcosim_corpus/sample_1357.wav,ltu one six zero two left again by ten degrees
atcosim_corpus,atcosim_corpus/sample_1358.wav,alitalia one five eight reims one three four decimal four ciao
atcosim_corpus,atcosim_corpus/sample_1359.wav,lufthansa three five six six climb initially to flight level three zero zero
atcosim_corpus,atcosim_corpus/sample_1360.wav,three five six six and continue present heading until advised
atcosim_corpus,atcosim_corpus/sample_1361.wav,bama one five milan one three four decimal five two bye bye
atcosim_corpus,atcosim_corpus/sample_1362.wav,ltu one six zero two own navigation st prex geneva one three three one five bye bye
atcosim_corpus,atcosim_corpus/sample_1363.wav,emirates zero two four zurich radar good morning identified trasadingen zurICH east fusse maintain flight level three four zero
atcosim_corpus,atcosim_corpus/sample_1364.wav,lufthansa three five six six climb to flight level three one zero
atcosim_corpus,atcosim_corpus/sample_1365.wav,alitalia one five zero set course to zurich east
atcosim_corpus,atcosim_corpus/sample_1366.wav,o i m very sorry turn right by ten degrees until advised
atcosim_corpus,atcosim_corpus/sample_1367.wav,speed way three three five two milan one three four five two
atcosim_corpus,atcosim_corpus/sample_1368.wav,bye
atcosim_corpus,atcosim_corpus/sample_1369.wav,lufthansa three five six six climb to flight level three three zero
atcosim_corpus,atcosim_corpus/sample_1370.wav,air france two six two one contact reims one three four decimal four bye bye
atcosim_corpus,atcosim_corpus/sample_1371.wav,alitalia one five zero own navigation trasadingen
atcosim_corpus,atcosim_corpus/sample_1372.wav,lufthansa three five six six climb to flight level three four zero
atcosim_corpus,atcosim_corpus/sample_1373.wav,lufthansa four seven zero zero zurich radar good morning identified maintain flight level two nine zero trasadingen st prex call you back for further climb
atcosim_corpus,atcosim_corpus/sample_1374.wav,lufthansa three five six six on present heading call zurich sector one three three decimal four bye bye
atcosim_corpus,atcosim_corpus/sample_1375.wav,tarom seven five three four milan one three four decimal five two bye bye
atcosim_corpus,atcosim_corpus/sample_1376.wav,lufthansa four seven zero zero climb to flight level three three zero
atcosim_corpus,atcosim_corpus/sample_1377.wav,lufthansa three six zero four zurich radar good morning you are identified route direct to saronno now and continue climb to flight level three four zero
atcosim_corpus,atcosim_corpus/sample_1378.wav,three six zero four give me a good rate of climb until passing three two zero please
atcosim_corpus,atcosim_corpus/sample_1379.wav,lufthansa four seven zero zero fly heading two one zero for shortcut
atcosim_corpus,atcosim_corpus/sample_1380.wav,air malta four five zero good morning squawk seven five three four
atcosim_corpus,atcosim_corpus/sample_1381.wav,french air force four four one zero zurich radar good morning identified route trasadingen zurICH east fusse maintain flight level three four zero
atcosim_corpus,atcosim_corpus/sample_1382.wav,india lima oscar oscar kilo zurich radar good morning identified maintain flight level two nine zero trasadingen saronno call you back for further climb
atcosim_corpus,atcosim_corpus/sample_1383.wav,station calling
atcosim_corpus,atcosim_corpus/sample_1384.wav,delta india bravo fox sierra zurich radar good morning you are identified maintain flight level three hundred fly heading two one zero for shortcut
atcosim_corpus,atcosim_corpus/sample_1385.wav,lufthansa four seven hundred climb to flight level three five zero
atcosim_corpus,atcosim_corpus/sample_1386.wav,lufthansa three six zero four for further climb zurich sector one three three decimal four bye bye
atcosim_corpus,atcosim_corpus/sample_1387.wav,airlink one three zurich radar good morning identified maintain flight level three hundred when reaching trasadingen zurICH east fusse
atcosim_corpus,atcosim_corpus/sample_1388.wav,alitalia one five zero set course to karlsruhe
atcosim_corpus,atcosim_corpus/sample_1389.wav,one five zero correct call now rhein control one two zero nine two bye bye
atcosim_corpus,atcosim_corpus/sample_1390.wav,delta foxtrot sierra confirm you are requesting three three zero today
atcosim_corpus,atcosim_corpus/sample_1391.wav,delta fox sierra roger climb to flight level three three zero
atcosim_corpus,atcosim_corpus/sample_1392.wav,india oscar kilo climb to flight level three zero zero initially
atcosim_corpus,atcosim_corpus/sample_1393.wav,fox sierra roger in this case descend to flight level two nine zero due crossing traffic
atcosim_corpus,atcosim_corpus/sample_1394.wav,portugalia five four three zurich radar good morning you are identified climb to flight level two nine zero
atcosim_corpus,atcosim_corpus/sample_1395.wav,lufthansa four seven hundred continue heading and call zurich sector one three three decimal four bye bye
atcosim_corpus,atcosim_corpus/sample_1396.wav,air malta four five zero identified route ageri zurich east nelli maintain flight level three two zero
atcosim_corpus,atcosim_corpus/sample_1397.wav,yes correct
atcosim_corpus,atcosim_corpus/sample_1398.wav,maintain three two zero
atcosim_corpus,atcosim_corpus/sample_1399.wav,air berlin five two six one zurich radar good morning identified route trasadingen st prex maintain flight level three three zero
atcosim_corpus,atcosim_corpus/sample_1400.wav,five two six one are you interested in three four zero today
atcosim_corpus,atcosim_corpus/sample_1401.wav,ok maintain three three zero
atcosim_corpus,atcosim_corpus/sample_1402.wav,tun air four eight zero two zurich radar good morning squawk two seven five one
